INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
280107188,01/06/2024,13:53:00,BROOKLYN,OUTSIDE,72,0,STREET,(null),N,45-64,M,WHITE HISPANIC,45-64,M,BLACK,980701,177837,40.6548,-74.01279,POINT (-74.01279 40.6548)
281438760,01/31/2024,13:04:00,MANHATTAN,OUTSIDE,23,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1001808,228700,40.79439,-73.936586,POINT (-73.936586 40.79439)
282041194,02/10/2024,21:25:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1007536,244566,40.837924,-73.915846,POINT (-73.915846 40.837924)
283711012,03/13/2024,11:14:00,BROOKLYN,OUTSIDE,73,0,STREET,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,1009450,182401,40.66729,-73.909161,POINT (-73.909161 40.66729)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),Y,<18,M,BLACK HISPANIC,<18,M,BLACK,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
281248218,01/27/2024,12:55:00,BRONX,INSIDE,47,0,COMMERCIAL,HOTEL/MOTEL,N,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1032043,261242,40.883595,-73.827157,POINT (-73.827157 40.883595)
280568176,01/15/2024,18:47:00,BRONX,OUTSIDE,46,0,STREET,(null),N,<18,M,BLACK,<18,M,WHITE HISPANIC,1009331,250024,40.8529,-73.909338,POINT (-73.909338 40.8529)
279800218,01/01/2024,08:15:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,1011437,186306,40.678004,-73.901983,POINT (-73.901983 40.678004)
284584434,03/30/2024,20:50:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK HISPANIC,1013076,252524,40.85974771441924,-73.89579068278967,POINT (-73.89579068278967 40.85974771441924)
284499904,03/28/2024,12:46:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,BLACK,1019950,184443,40.67285815573826,-73.87130201239103,POINT (-73.87130201239103 40.67285815573826)
281534580,02/01/2024,20:57:00,STATEN ISLAND,OUTSIDE,120,0,STREET,PVT HOUSE,N,(null),(null),(null),25-44,M,BLACK,959876,172911,40.641246,-74.087825,POINT (-74.087825 40.641246)
283641593,03/12/2024,20:35:00,BROOKLYN,OUTSIDE,79,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,995918,190890,40.69062,-73.957925,POINT (-73.957925 40.69062)
283020989,02/29/2024,01:00:00,BRONX,INSIDE,52,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1010769,253612,40.862742,-73.904126,POINT (-73.904126 40.862742)
282423225,02/18/2024,03:56:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,999508,235734,40.813698,-73.944875,POINT (-73.944875 40.813698)
280568174,01/15/2024,10:25:00,BRONX,OUTSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1014776,254642,40.865555,-73.889635,POINT (-73.889635 40.865555)
280179978,01/08/2024,14:30:00,QUEENS,OUTSIDE,103,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1038515,196822,40.706741,-73.804274,POINT (-73.804274 40.706741)
283517634,03/10/2024,23:20:00,BRONX,OUTSIDE,40,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1011156,236890,40.816844,-73.902794,POINT (-73.902794 40.816844)
284321057,03/25/2024,02:20:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1018553,245062,40.839248,-73.876026,POINT (-73.876026 40.839248)
281650924,02/03/2024,21:50:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1018305,175304,40.647781,-73.877277,POINT (-73.877277 40.647781)
281798377,02/06/2024,12:02:00,BRONX,OUTSIDE,42,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1010948,243509,40.8350109026073,-73.90351953716879,POINT (-73.90351953716879 40.8350109026073)
283885164,03/16/2024,12:45:00,MANHATTAN,OUTSIDE,9,0,STREET,(null),N,25-44,M,WHITE HISPANIC,45-64,F,ASIAN / PACIFIC ISLANDER,989057,204238,40.72726147876676,-73.98265669309377,POINT (-73.98265669309377 40.72726147876676)
282033298,02/10/2024,05:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803)
284213336,03/23/2024,02:14:00,BROOKLYN,OUTSIDE,78,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,990105,182697,40.668137,-73.978893,POINT (-73.978893 40.668137)
282291421,02/14/2024,19:57:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,<18,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1010817,251321,40.856454,-73.90396,POINT (-73.90396 40.856454)
282368516,02/17/2024,02:36:00,QUEENS,OUTSIDE,102,0,STREET,GAS STATION,N,18-24,M,BLACK,18-24,M,BLACK,1036134,192055,40.693673,-73.812899,POINT (-73.812899 40.693673)
283198892,03/04/2024,17:40:00,BRONX,OUTSIDE,46,0,STREET,(null),N,18-24,M,BLACK,<18,M,WHITE HISPANIC,1012233,252363,40.85930853041023,-73.89883889449911,POINT (-73.89883889449911 40.85930853041023)
283051133,03/01/2024,01:00:00,STATEN ISLAND,INSIDE,120,0,DWELLING,MULTI DWELL - APT BUILD,N,45-64,F,BLACK,65+,M,BLACK,963011,168376,40.628807,-74.076515,POINT (-74.076515 40.628807)
279800218,01/01/2024,08:15:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,1011437,186306,40.678004,-73.901983,POINT (-73.901983 40.678004)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK HISPANIC,25-44,M,BLACK,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
284155823,03/21/2024,22:33:00,QUEENS,OUTSIDE,113,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1049436,188454,40.6837,-73.764966,POINT (-73.764966 40.6837)
280894361,01/21/2024,22:15:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007306,244828,40.838642,-73.916673,POINT (-73.916673 40.838642)
282423225,02/18/2024,03:56:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,999508,235734,40.813698,-73.944875,POINT (-73.944875 40.813698)
282033298,02/10/2024,05:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803)
282899915,02/27/2024,20:20:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1024750,268626,40.903897,-73.853488,POINT (-73.853488 40.903897)
283518253,03/10/2024,23:51:00,BROOKLYN,INSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1006025,185468,40.675719,-73.921496,POINT (-73.921496 40.675719)
280126745,01/07/2024,18:12:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),Y,45-64,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,996345,238254,40.82062,-73.9563,POINT (-73.9563 40.82062)
283051134,03/01/2024,02:30:00,BRONX,OUTSIDE,41,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1010774,235171,40.812125995016096,-73.90418129247784,POINT (-73.90418129247784 40.812125995016096)
283883225,03/16/2024,06:50:00,QUEENS,OUTSIDE,100,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1039777,155013,40.59198,-73.800066,POINT (-73.800066 40.59198)
283831608,03/15/2024,22:16:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,998100,233193,40.806726,-73.949968,POINT (-73.949968 40.806726)
283691722,03/13/2024,16:30:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1007715,241546,40.829632,-73.915209,POINT (-73.915209 40.829632)
282910022,02/28/2024,00:07:00,BRONX,INSIDE,48,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,WHITE HISPANIC,1013843,251882,40.857985,-73.89302,POINT (-73.89302 40.857985)
279978931,01/04/2024,14:32:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1025580,236917,40.816863,-73.850683,POINT (-73.850683 40.816863)
281321670,01/29/2024,19:22:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1013437,179685,40.659825,-73.8948,POINT (-73.8948 40.659825)
283885164,03/16/2024,12:45:00,MANHATTAN,OUTSIDE,9,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,989057,204238,40.72726147876676,-73.98265669309377,POINT (-73.98265669309377 40.72726147876676)
283836676,03/16/2024,04:28:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1007805,175318,40.647853,-73.915116,POINT (-73.915116 40.647853)
284047223,03/18/2024,18:01:00,BROOKLYN,OUTSIDE,67,0,STREET,PVT HOUSE,N,18-24,M,BLACK,45-64,M,BLACK,1005324,178327,40.656119,-73.924046,POINT (-73.924046 40.656119)
283020990,02/29/2024,11:11:00,MANHATTAN,INSIDE,28,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,45-64,M,BLACK,997786,231697,40.802621,-73.951104,POINT (-73.951104 40.802621)
282962459,02/28/2024,17:50:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,995628,181599,40.665118,-73.958987,POINT (-73.958987 40.665118)
281250472,01/27/2024,20:40:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1042217,185109,40.67457,-73.791022,POINT (-73.791022 40.67457)
283920709,03/05/2024,01:00:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,25-44,M,BLACK,1003462,242605,40.832551,-73.930574,POINT (-73.930574 40.832551)
282454308,02/18/2024,13:59:00,BROOKLYN,INSIDE,76,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,F,WHITE HISPANIC,982323,185643,40.676224,-74.006944,POINT (-74.006944 40.676224)
282063848,02/11/2024,18:08:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,GROCERY/BODEGA,N,25-44,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,1015089,182929,40.668723,-73.888832,POINT (-73.888832 40.668723)
281552304,02/02/2024,00:41:00,BROOKLYN,INSIDE,72,0,DWELLING,(null),N,18-24,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,982591,172686,40.64066,-74.005978,POINT (-74.005978 40.64066)
281248217,01/27/2024,08:00:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1005115,219245,40.76843,-73.924674,POINT (-73.924674 40.76843)
280107186,01/06/2024,13:32:00,MANHATTAN,INSIDE,14,0,COMMERCIAL,(null),N,25-44,M,BLACK,25-44,M,BLACK,986962,214020,40.754112,-73.99021,POINT (-73.99021 40.754112)
284321059,03/25/2024,22:09:00,BRONX,INSIDE,46,0,COMMERCIAL,SMALL MERCHANT,N,(null),(null),(null),18-24,M,AMERICAN INDIAN/ALASKAN NATIVE,1013790,253301,40.861879,-73.893205,POINT (-73.893205 40.861879)
279799858,01/01/2024,14:57:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK,1014086,254305,40.86463266264929,-73.89213149135563,POINT (-73.89213149135563 40.86463266264929)
284213334,03/23/2024,00:06:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1001575,232339,40.804375769710255,-73.93742023722204,POINT (-73.93742023722204 40.804375769710255)
281798378,02/06/2024,15:45:00,BRONX,OUTSIDE,40,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,F,BLACK HISPANIC,1006288,232919,40.805958,-73.920393,POINT (-73.920393 40.805958)
283497924,03/09/2024,18:30:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK HISPANIC,1009998,247787,40.846758,-73.906936,POINT (-73.906936 40.846758)
283447059,03/08/2024,20:00:00,BRONX,OUTSIDE,52,0,STREET,(null),N,<18,M,BLACK HISPANIC,<18,M,BLACK,1013654,255157,40.866974,-73.893689,POINT (-73.893689 40.866974)
283570840,03/11/2024,01:03:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1002496,192024,40.693722,-73.934201,POINT (-73.934201 40.693722)
280500173,01/13/2024,23:59:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1006957,255000,40.866564,-73.9179,POINT (-73.9179 40.866564)
282041194,02/10/2024,21:25:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1007536,244566,40.837924,-73.915846,POINT (-73.915846 40.837924)
280943247,01/22/2024,10:20:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,1005800,181690,40.665347541429526,-73.92232132455327,POINT (-73.92232132455327 40.665347541429526)
281577208,02/02/2024,12:02:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1020568,239896,40.825062,-73.868772,POINT (-73.868772 40.825062)
280245039,01/09/2024,15:43:00,BRONX,INSIDE,47,0,COMMERCIAL,COMMERCIAL BLDG,N,(null),(null),(null),25-44,M,BLACK,1031274,261802,40.885136,-73.829935,POINT (-73.829935 40.885136)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK HISPANIC,<18,M,BLACK,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
280519832,01/14/2024,05:14:00,QUEENS,OUTSIDE,103,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,1036701,195143,40.702143734840696,-73.81083175560475,POINT (-73.81083175560475 40.702143734840696)
280894363,01/21/2024,02:30:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1005201,253699,40.862996,-73.924253,POINT (-73.924253 40.862996)
283971727,03/19/2024,02:43:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1014540,173538,40.642947,-73.890854,POINT (-73.890854 40.642947)
282833318,02/26/2024,16:10:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,996039,184097,40.671975,-73.957498,POINT (-73.957498 40.671975)
280879491,01/21/2024,06:08:00,BRONX,INSIDE,47,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1023421,264176,40.891691,-73.858323,POINT (-73.858323 40.891691)
282177020,02/13/2024,11:00:00,BRONX,OUTSIDE,43,0,STREET,(null),N,45-64,F,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1018372,241782,40.830246,-73.876697,POINT (-73.876697 40.830246)
282423225,02/18/2024,03:56:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,999508,235734,40.813698,-73.944875,POINT (-73.944875 40.813698)
281822467,02/07/2024,00:15:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1012948,186523,40.67859275036239,-73.8965352389197,POINT (-73.8965352389197 40.67859275036239)
282117253,02/12/2024,15:00:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1010096,237401,40.818249,-73.906619,POINT (-73.906619 40.818249)
280943246,01/22/2024,22:21:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1006796,241740,40.83017,-73.918527,POINT (-73.918527 40.83017)
284444369,03/27/2024,13:12:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1000374,189791,40.687596,-73.941859,POINT (-73.941859 40.687596)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),Y,<18,M,BLACK HISPANIC,25-44,M,BLACK,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
283691721,03/13/2024,14:24:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1007072,239961,40.825285,-73.917538,POINT (-73.917538 40.825285)
283883226,03/16/2024,19:18:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1046640,184405,40.672608,-73.775084,POINT (-73.775084 40.672608)
282706131,02/23/2024,20:06:00,BRONX,OUTSIDE,41,0,STREET,(null),N,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1015160,237028,40.817209,-73.888326,POINT (-73.888326 40.817209)
282490614,02/20/2024,01:01:00,BROOKLYN,OUTSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,1009868,180290,40.661495,-73.907661,POINT (-73.907661 40.661495)
282705914,02/23/2024,19:00:00,BRONX,OUTSIDE,49,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK HISPANIC,1021688,248215,40.847891,-73.864681,POINT (-73.864681 40.847891)
284321058,03/25/2024,21:00:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1009821,236558,40.815938,-73.907617,POINT (-73.907617 40.815938)
282033298,02/10/2024,05:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803)
283497925,03/09/2024,04:40:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,25-44,M,BLACK,18-24,F,BLACK,1012016,169344,40.631446,-73.899965,POINT (-73.899965 40.631446)
281250469,01/27/2024,20:40:00,BROOKLYN,INSIDE,71,0,DWELLING,(null),N,25-44,M,BLACK,25-44,M,BLACK,1000996,178613,40.656915,-73.939645,POINT (-73.939645 40.656915)
282368516,02/17/2024,02:36:00,QUEENS,OUTSIDE,102,0,STREET,GAS STATION,N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1036134,192055,40.693673,-73.812899,POINT (-73.812899 40.693673)
284583088,03/31/2024,00:45:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1012992,186298,40.677976,-73.896377,POINT (-73.896377 40.677976)
281078953,01/24/2024,23:26:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1008858,186137,40.677546,-73.911282,POINT (-73.911282 40.677546)
282041193,02/11/2024,03:13:00,BRONX,OUTSIDE,48,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,F,BLACK,1014256,250228,40.853443,-73.891534,POINT (-73.891534 40.853443)
281097850,01/25/2024,01:15:00,BROOKLYN,INSIDE,78,0,DWELLING,MULTI DWELL - APT BUILD,Y,18-24,M,BLACK,25-44,F,WHITE,989354,184406,40.672828,-73.9816,POINT (-73.9816 40.672828)
284257898,03/23/2024,01:30:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),18-24,F,BLACK,1024142,234790,40.811031,-73.855888,POINT (-73.855888 40.811031)
281865458,02/07/2024,19:16:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,997144,230833,40.800251,-73.953426,POINT (-73.953426 40.800251)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
282064253,02/11/2024,21:50:00,MANHATTAN,OUTSIDE,13,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,BLACK,987366,208421,40.738744,-73.988753,POINT (-73.988753 40.738744)
281798379,02/06/2024,23:30:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1017027,181266,40.664149311957004,-73.8818548191582,POINT (-73.8818548191582 40.664149311957004)
282129810,02/13/2024,03:06:00,QUEENS,OUTSIDE,100,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1039777,155013,40.59198,-73.800066,POINT (-73.800066 40.59198)
284275012,03/24/2024,19:45:00,BROOKLYN,OUTSIDE,67,0,DWELLING,(null),Y,(null),(null),(null),<18,M,BLACK,1000142,176176,40.650225,-73.942728,POINT (-73.942728 40.650225)
284274405,03/24/2024,19:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,(null),(null),(null),25-44,M,WHITE HISPANIC,1001963,233039,40.806296307097966,-73.9360168931391,POINT (-73.9360168931391 40.806296307097966)
282033298,02/10/2024,05:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,<18,M,BLACK,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803)
284584434,03/30/2024,20:50:00,BRONX,OUTSIDE,46,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1013076,252524,40.85974771441924,-73.89579068278967,POINT (-73.89579068278967 40.85974771441924)
280879491,01/21/2024,06:08:00,BRONX,INSIDE,47,0,STREET,(null),Y,(null),(null),(null),45-64,M,BLACK,1023421,264176,40.891691,-73.858323,POINT (-73.858323 40.891691)
282421353,02/16/2024,16:43:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,1017931,188785,40.684785,-73.878556,POINT (-73.878556 40.684785)
280447061,01/12/2024,16:07:00,MANHATTAN,OUTSIDE,32,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,45-64,M,BLACK,1000993,237483,40.818498,-73.939508,POINT (-73.939508 40.818498)
282682441,02/23/2024,04:40:00,BRONX,INSIDE,46,1,TRANSIT,(null),Y,25-44,M,BLACK HISPANIC,45-64,M,WHITE HISPANIC,1011698,251174,40.85604676326622,-73.90077783555246,POINT (-73.90077783555246 40.85604676326622)
279799858,01/01/2024,14:57:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1014086,254305,40.86463266264929,-73.89213149135563,POINT (-73.89213149135563 40.86463266264929)
